id,Price,Address,City,Zipcode,State,Bedrooms,Bathrooms,Area,Lost Size,Year Built,Days on Market,Property Type,MLS ID,Listing Agent,Status,Listing URL,Price m2,House's Age,Area Category,Duration Sales
17,698570,5887 Oak Ave,Sacramento,57513,CA,3,2,722,6443,1953,72,Apartment,Z502987,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/13509507_zpid/,967.5484765,72,Low,slow
18,534688,3934 Elm St,San Francisco,17359,TX,3,1,2356,3883,1958,114,Townhouse,Z726231,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/33809829_zpid/,226.9473684,67,Top,slow
19,1108288,3087 Maple Dr,Los Angeles,11690,NY,6,3,1156,1218,1958,28,Condo,Z302684,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/72178243_zpid/,958.7266436,67,Low,fast
20,1173697,4360 Maple Dr,Los Angeles,97442,TX,2,4,1554,9408,1982,1,Multi-Family,Z879412,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/59228209_zpid/,755.2747748,43,Median,fast
21,980716,8332 Oak Ave,Los Angeles,12888,IL,2,2,982,7527,1983,58,Multi-Family,Z433130,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/80136408_zpid/,998.6924644,42,Low,fast
22,527238,4702 Pine Rd,Los Angeles,63443,NY,4,4,3164,9694,1955,33,Condo,Z835234,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/10224527_zpid/,166.636536,70,Top,fast
23,1469257,1993 Maple Dr,Fresno,38811,IL,5,3,635,1130,1990,42,Multi-Family,Z310222,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/49182882_zpid/,2313.790551,35,Low,fast
24,1381949,9953 Maple Dr,San Francisco,33081,TX,4,4,2966,2421,1997,38,Single Family,Z166756,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/28976445_zpid/,465.930209,28,Top,fast
25,898597,3530 Oak Ave,Sacramento,16851,FL,6,3,3814,2093,1957,71,Condo,Z574837,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/85797272_zpid/,235.6048768,68,Top,slow
26,1335481,8606 Main St,Los Angeles,31581,IL,2,4,1583,6306,1979,30,Apartment,Z227123,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/73771597_zpid/,843.6392925,46,Median,fast
27,1444036,517 Elm St,San Diego,73665,CA,6,3,743,8853,2018,50,Townhouse,Z964910,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/87129932_zpid/,1943.520861,7,Low,fast
28,831525,982 Oak Ave,Sacramento,45375,CA,4,3,1165,3128,1954,57,Townhouse,Z275900,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/87871884_zpid/,713.7553648,71,Low,fast
29,911317,7675 Maple Dr,Los Angeles,25618,NY,3,2,908,1492,1963,42,Apartment,Z313548,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/28093606_zpid/,1003.653084,62,Low,fast
30,858386,1580 Elm St,San Francisco,11309,FL,2,2,1475,1926,1983,102,Multi-Family,Z747104,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/97041337_zpid/,581.9566102,42,Median,slow
31,705506,8382 Main St,Sacramento,74703,CA,6,1,3892,4133,1985,113,Townhouse,Z131077,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/11583738_zpid/,181.2708119,40,Top,slow
32,1461297,1193 Oak Ave,San Diego,19858,NY,1,3,3156,2935,1961,61,Apartment,Z713668,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/53525900_zpid/,463.0218631,64,Top,fast
33,630339,4020 Elm St,San Diego,93752,IL,1,4,1752,3040,1993,61,Single Family,Z221816,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/67849427_zpid/,359.7825342,32,Median,fast
34,268142,7473 Maple Dr,Los Angeles,61325,CA,6,4,3778,3988,2012,8,Single Family,Z231590,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/97057722_zpid/,70.97458973,13,Top,fast
35,1250016,4820 Pine Rd,San Francisco,44242,NY,3,4,3551,1230,1961,58,Multi-Family,Z326594,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/28415062_zpid/,352.0180231,64,Top,fast
36,1231600,345 Elm St,San Diego,65902,CA,1,3,3640,9593,2008,108,Single Family,Z651394,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/60421528_zpid/,338.3516484,17,Top,slow
37,1073723,5156 Maple Dr,San Diego,70313,NY,6,1,1396,7815,1989,88,Apartment,Z163650,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/11216378_zpid/,769.1425501,36,Low,slow
38,1353530,9323 Maple Dr,Los Angeles,59381,FL,2,4,3442,3651,1952,108,Multi-Family,Z669827,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/86551568_zpid/,393.2393957,73,Top,slow
39,272592,9346 Pine Rd,San Diego,22610,CA,3,3,3641,9671,1988,115,Townhouse,Z730220,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/79022078_zpid/,74.86734414,37,Top,slow
40,1401287,5261 Pine Rd,Los Angeles,89328,NY,5,4,824,5426,2008,64,Apartment,Z599881,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/10948760_zpid/,1700.591019,17,Low,slow
41,255138,9841 Main St,San Diego,57088,FL,4,4,3704,2027,1960,84,Condo,Z483947,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/15020408_zpid/,68.88174946,65,Top,slow
42,235690,5061 Main St,San Francisco,35239,FL,4,2,3150,8121,1968,60,Townhouse,Z136454,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/70627429_zpid/,74.82222222,57,Top,fast
43,1286157,8009 Main St,San Diego,66947,CA,2,1,1130,9652,2008,15,Apartment,Z337688,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/80814732_zpid/,1138.192035,17,Low,fast
44,1197675,9066 Pine Rd,Sacramento,70379,CA,4,1,2418,4843,1978,103,Apartment,Z830009,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/64623224_zpid/,495.3163772,47,Top,slow
45,130113,2635 Main St,San Diego,37297,IL,6,1,641,6571,1998,23,Multi-Family,Z946321,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/89838030_zpid/,202.9843994,27,Low,fast
46,327247,9343 Main St,San Francisco,71862,FL,6,4,692,8938,1996,90,Condo,Z966437,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/26155023_zpid/,472.900289,29,Low,slow
47,1253172,3200 Maple Dr,Sacramento,54468,NY,2,2,1718,4766,1993,95,Townhouse,Z939241,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/75249158_zpid/,729.4365541,32,Median,slow
48,947261,9129 Elm St,San Diego,40064,CA,3,1,1515,1817,2013,3,Condo,Z390811,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/53072925_zpid/,625.2547855,12,Median,fast
49,928085,1644 Oak Ave,Sacramento,54502,FL,2,3,3201,6981,2014,63,Multi-Family,Z300717,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/80963474_zpid/,289.9359575,11,Top,slow
50,1075059,8001 Elm St,Fresno,26896,CA,4,2,806,5870,1990,22,Apartment,Z980388,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/27244920_zpid/,1333.820099,35,Low,fast
51,704012,9681 Maple Dr,San Francisco,39228,TX,2,2,2192,2491,2022,82,Multi-Family,Z133221,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/91736373_zpid/,321.1733577,3,Median,slow
52,894851,850 Maple Dr,Los Angeles,25964,NY,1,1,2983,6389,1975,89,Single Family,Z145933,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/56149044_zpid/,299.9835736,50,Top,slow
53,1062706,385 Maple Dr,San Diego,61792,FL,2,4,1143,3561,2006,28,Multi-Family,Z362904,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/25130597_zpid/,929.7515311,19,Low,fast
54,1293272,2669 Oak Ave,San Diego,91305,TX,1,3,1004,4822,1982,28,Apartment,Z764655,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/22799694_zpid/,1288.119522,43,Low,fast
55,121941,1352 Main St,San Diego,79089,IL,4,1,1266,6554,1961,45,Townhouse,Z140940,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/90979067_zpid/,96.31990521,64,Low,fast
56,1054157,1966 Pine Rd,Los Angeles,69291,CA,3,2,3080,2905,1981,2,Apartment,Z995727,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/65001974_zpid/,342.2587662,44,Top,fast
57,1064596,593 Main St,San Francisco,88366,FL,5,1,2383,7954,1995,73,Condo,Z348439,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/32697233_zpid/,446.7461183,30,Top,slow
58,1301207,1732 Pine Rd,Sacramento,97624,TX,5,4,659,9317,1985,46,Single Family,Z524275,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/32608021_zpid/,1974.517451,40,Low,fast
59,1429718,3811 Elm St,San Francisco,87038,FL,1,4,3082,4211,1974,55,Single Family,Z390055,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/14815014_zpid/,463.8929267,51,Top,fast
60,570284,8985 Main St,Sacramento,71760,CA,1,1,2654,1426,1990,57,Condo,Z262315,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/68902370_zpid/,214.8771665,35,Top,fast
61,136498,6616 Oak Ave,Los Angeles,60339,CA,5,4,3410,4595,1988,71,Townhouse,Z855466,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/34962013_zpid/,40.028739,37,Top,slow
62,1118129,9346 Elm St,San Diego,47852,CA,4,1,3593,8559,2006,51,Single Family,Z679889,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/24420078_zpid/,311.1964932,19,Top,fast
63,348881,7692 Elm St,Los Angeles,20582,NY,5,1,3368,1942,1954,81,Multi-Family,Z742779,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/67235291_zpid/,103.5869952,71,Top,slow
64,1224280,7234 Oak Ave,San Diego,87797,CA,3,3,1071,3640,1965,95,Condo,Z816201,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/21741002_zpid/,1143.118581,60,Low,slow
65,435555,2047 Main St,Los Angeles,17654,FL,2,2,2403,8914,1955,18,Condo,Z524082,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/99627530_zpid/,181.2546816,70,Top,fast
66,1142134,154 Main St,Los Angeles,76220,NY,2,3,3515,6385,2018,49,Multi-Family,Z448583,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/93410968_zpid/,324.9314367,7,Top,fast
67,929862,9343 Maple Dr,Sacramento,27909,NY,3,1,1640,2571,1950,58,Multi-Family,Z235580,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/31477708_zpid/,566.9890244,75,Median,fast
68,557894,7038 Elm St,Fresno,52141,IL,5,1,2551,3014,2006,76,Townhouse,Z989654,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/40555330_zpid/,218.6961976,19,Top,slow
69,282593,8789 Oak Ave,San Francisco,99388,TX,6,2,2153,6999,1977,31,Single Family,Z620042,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/54960619_zpid/,131.2554575,48,Median,fast
70,390371,524 Elm St,Sacramento,74756,NY,5,4,3539,9313,1985,47,Multi-Family,Z449768,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/51539232_zpid/,110.3054535,40,Top,fast
71,1103898,8234 Elm St,Sacramento,36251,TX,2,1,1088,4186,1983,58,Multi-Family,Z738821,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/99412177_zpid/,1014.612132,42,Low,fast
72,324492,841 Maple Dr,Fresno,78532,FL,2,1,3618,4317,1998,116,Apartment,Z328126,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/90864559_zpid/,89.68822554,27,Top,slow
73,442170,464 Pine Rd,San Francisco,63085,CA,6,4,1647,6299,2008,52,Apartment,Z193241,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/52606141_zpid/,268.4699454,17,Median,fast
74,1081035,7627 Main St,Los Angeles,23864,NY,5,4,2892,8833,2002,52,Multi-Family,Z142018,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/53294841_zpid/,373.8018672,23,Top,fast
75,249975,2204 Pine Rd,Fresno,21440,TX,5,1,2625,5667,1968,96,Townhouse,Z997581,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/31949828_zpid/,95.22857143,57,Top,slow
76,754480,522 Main St,San Diego,83545,IL,1,4,2042,4863,1958,120,Multi-Family,Z763768,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/67571739_zpid/,369.4809011,67,Median,slow
77,362957,5171 Pine Rd,Los Angeles,39506,IL,5,2,3482,1702,2011,92,Apartment,Z869944,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/36246636_zpid/,104.2380816,14,Top,slow
78,1387573,3305 Main St,San Diego,98587,IL,3,4,1949,5913,1975,84,Single Family,Z148977,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/29097953_zpid/,711.9409954,50,Median,slow
79,1257567,3106 Oak Ave,Fresno,66989,IL,2,1,3887,8829,1957,43,Condo,Z842773,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/67020386_zpid/,323.5315153,68,Top,fast
80,1217931,9646 Main St,San Diego,55101,IL,1,3,2977,3400,2004,62,Multi-Family,Z318081,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/40390099_zpid/,409.1135371,21,Top,fast
81,1369617,3673 Maple Dr,San Diego,35654,FL,4,3,2199,3140,1974,64,Apartment,Z397159,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/62845138_zpid/,622.8362892,51,Median,slow
82,1367380,6206 Main St,Los Angeles,28260,FL,6,2,2960,8344,2011,33,Multi-Family,Z977398,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/12512256_zpid/,461.9527027,14,Top,fast
83,653513,905 Main St,San Francisco,24367,CA,3,2,862,6303,1972,64,Multi-Family,Z684717,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/12804298_zpid/,758.1357309,53,Low,slow
84,1052313,5501 Oak Ave,Sacramento,37372,IL,1,4,2552,4272,1998,81,Single Family,Z233641,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/21134887_zpid/,412.3483542,27,Top,slow
85,1402065,6181 Main St,Fresno,10445,NY,6,1,3504,3470,1952,45,Townhouse,Z290319,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/87766197_zpid/,400.1327055,73,Top,fast
86,258025,6288 Main St,Sacramento,11097,TX,2,2,2930,9853,1993,8,Multi-Family,Z231870,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/61602434_zpid/,88.06313993,32,Top,fast
87,1346411,3168 Maple Dr,San Francisco,48078,FL,1,1,2849,8155,1952,104,Condo,Z682312,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/52005125_zpid/,472.5907336,73,Top,slow
88,765276,5750 Oak Ave,Fresno,55038,TX,5,2,2415,6387,1950,50,Single Family,Z339506,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/37403351_zpid/,316.884472,75,Top,fast
89,1478929,8073 Maple Dr,Los Angeles,48984,NY,1,2,3351,1858,1962,102,Condo,Z394602,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/18168823_zpid/,441.3396001,63,Top,slow
90,616741,1911 Oak Ave,Fresno,92471,FL,2,1,1258,2818,1966,73,Apartment,Z234529,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/98621713_zpid/,490.2551669,59,Low,slow
91,1089190,2771 Main St,San Francisco,93992,CA,4,1,787,5227,1999,119,Single Family,Z164322,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/99214969_zpid/,1383.977128,26,Low,slow
92,733862,2973 Maple Dr,Sacramento,94674,IL,6,1,2342,5419,1984,46,Apartment,Z301609,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/21392259_zpid/,313.3484202,41,Top,fast
93,367764,4172 Pine Rd,San Diego,60724,NY,3,1,2761,9262,1960,99,Townhouse,Z564259,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/82806416_zpid/,133.1995654,65,Top,slow
94,890978,4942 Maple Dr,Sacramento,80299,IL,1,4,3887,3596,2000,119,Multi-Family,Z638431,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/42067503_zpid/,229.219964,25,Top,slow
95,139928,7283 Pine Rd,San Francisco,63039,CA,1,3,2093,1094,1977,34,Apartment,Z162140,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/93007422_zpid/,66.85523172,48,Median,fast
96,574704,1976 Maple Dr,Los Angeles,88108,NY,1,1,903,6122,2006,43,Apartment,Z931659,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/69761172_zpid/,636.4385382,19,Low,fast
97,454473,9341 Oak Ave,Fresno,64486,IL,5,2,3693,9896,1951,87,Apartment,Z817902,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/80566392_zpid/,123.0633631,74,Top,slow
98,548614,8859 Pine Rd,Sacramento,85891,IL,3,1,3527,3201,2008,108,Condo,Z525763,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/69861230_zpid/,155.5469237,17,Top,slow
99,741710,8545 Pine Rd,Sacramento,61514,CA,1,4,1224,3876,2001,27,Townhouse,Z342636,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/70258640_zpid/,605.9722222,24,Low,fast
100,1300809,9922 Oak Ave,San Francisco,84532,CA,5,4,2543,7979,2001,108,Multi-Family,Z717722,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/41247190_zpid/,511.5253637,24,Top,slow
101,347172,8940 Pine Rd,Los Angeles,66497,CA,5,1,3638,2063,2017,43,Condo,Z643800,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/32269306_zpid/,95.42935679,8,Top,fast
102,843750,3857 Maple Dr,Fresno,46631,CA,1,3,1069,3385,2010,43,Apartment,Z112914,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/30002415_zpid/,789.2890552,15,Low,fast
103,833347,1117 Oak Ave,San Diego,87642,TX,4,4,2669,3606,1958,40,Multi-Family,Z789934,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/48981879_zpid/,312.2319221,67,Top,fast
104,1440759,4328 Pine Rd,San Diego,55033,TX,5,3,1012,6279,1954,94,Condo,Z833664,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/85637983_zpid/,1423.674901,71,Low,slow
105,1100894,9353 Elm St,San Diego,59136,NY,6,4,1741,5632,1970,86,Apartment,Z496728,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/11680183_zpid/,632.3342906,55,Median,slow
106,671356,2287 Main St,San Francisco,80680,IL,5,4,734,1972,2006,1,Multi-Family,Z994774,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/89067194_zpid/,914.653951,19,Low,fast
107,1194026,5875 Maple Dr,Los Angeles,55266,IL,4,2,3407,3199,2009,96,Apartment,Z780138,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/71566882_zpid/,350.462577,16,Top,slow
108,258887,5539 Elm St,Los Angeles,85581,IL,5,3,1232,3758,1976,57,Condo,Z538065,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/90097222_zpid/,210.1355519,49,Low,fast
109,204548,7245 Main St,San Francisco,35785,NY,3,4,2665,4095,2020,61,Apartment,Z390085,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/10012926_zpid/,76.75347092,5,Top,fast
110,1167370,443 Pine Rd,Fresno,26151,IL,5,1,823,4310,2021,88,Townhouse,Z390961,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/37361488_zpid/,1418.432564,4,Low,slow
111,1009558,3387 Main St,Sacramento,86748,NY,4,2,3944,7637,1983,27,Townhouse,Z779303,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/26796472_zpid/,255.9731237,42,Top,fast
112,1256611,3492 Pine Rd,Sacramento,23389,CA,2,4,3037,9989,1956,25,Townhouse,Z587830,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/49418562_zpid/,413.7672045,69,Top,fast
113,439407,1157 Pine Rd,San Francisco,97204,IL,2,4,2796,7855,1969,15,Apartment,Z685882,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/10261704_zpid/,157.1555794,56,Top,fast
114,115004,4143 Main St,San Francisco,28572,FL,4,3,2671,8290,1967,11,Condo,Z451420,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/97808016_zpid/,43.05653313,58,Top,fast
115,204351,7772 Maple Dr,Los Angeles,94493,NY,4,3,1540,4699,1962,34,Multi-Family,Z599335,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/66627268_zpid/,132.6954545,63,Median,fast
116,231952,8632 Main St,San Francisco,99466,CA,5,3,3428,3914,2015,43,Condo,Z899336,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/87998585_zpid/,67.66394399,10,Top,fast
117,1451974,452 Elm St,Sacramento,79802,CA,6,3,2284,4615,1964,55,Multi-Family,Z161703,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/53014471_zpid/,635.7154116,61,Top,fast
118,970820,865 Maple Dr,Sacramento,97567,CA,5,3,1506,3116,2004,117,Townhouse,Z865226,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/15525784_zpid/,644.6347942,21,Median,slow
119,327979,9729 Main St,San Francisco,93091,TX,4,2,2154,9985,1971,71,Single Family,Z667921,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/42028923_zpid/,152.2650882,54,Median,slow
120,1277005,5556 Pine Rd,Fresno,69229,IL,5,3,3518,5620,2002,12,Townhouse,Z585705,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/38769368_zpid/,362.9917567,23,Top,fast
121,1411376,4212 Main St,San Diego,94614,NY,5,3,2666,5243,1995,16,Condo,Z917501,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/34103637_zpid/,529.3983496,30,Top,fast
122,603748,3726 Maple Dr,San Diego,67157,IL,3,1,3411,6632,1956,88,Condo,Z634496,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/19035747_zpid/,177.0002932,69,Top,slow
123,1388656,4533 Oak Ave,Sacramento,23470,NY,5,3,1628,2454,2002,76,Apartment,Z463975,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/97744318_zpid/,852.982801,23,Median,slow
124,190705,7296 Oak Ave,Fresno,98601,NY,6,2,3167,9130,1957,120,Townhouse,Z359735,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/14969714_zpid/,60.21629302,68,Top,slow
125,878059,6411 Pine Rd,Sacramento,39637,NY,1,3,3060,4666,1974,46,Multi-Family,Z406763,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/19382279_zpid/,286.9473856,51,Top,fast
126,581015,1316 Pine Rd,San Diego,76613,CA,5,2,1800,8145,1987,49,Single Family,Z389002,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/82729700_zpid/,322.7861111,38,Median,fast
127,1129910,8115 Elm St,San Francisco,48137,CA,2,3,1809,2168,1988,26,Condo,Z862980,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/84916192_zpid/,624.604754,37,Median,fast
128,1122084,6791 Oak Ave,San Diego,80136,NY,6,2,3061,8290,2000,78,Townhouse,Z214122,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/21817421_zpid/,366.5743221,25,Top,slow
129,903726,1064 Main St,Los Angeles,42568,FL,3,1,2988,7286,2017,36,Apartment,Z258075,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/89400849_zpid/,302.4518072,8,Top,fast
